Resort ID,Resort Name
RES1738,jamy
RES1739,janovky-milotin-zuberec
RES1740,jasenska-dolina-bela-dulice
RES1741,javorovica-liptovsky-jan
RES1742,julius-vysna-slana
RES1743,kalnica-sk
RES1744,kamzik-koliba-bratislava
RES1745,kavecany
RES1746,klacno
RES1747,klenovec-skorusina
RES1748,kokava-linia
RES1749,kordiky
RES1750,kosutka-hrinova
RES1751,krahule
RES1752,kraliky
RES1753,kralova-zvolen
RES1754,krpacovo
RES1755,krusetnica
RES1756,kubasok
RES1757,kubinska-hola
RES1758,latky-prasiva
RES1759,levoca
RES1760,liptovske-revuce
RES1761,lomnik-dacov-lom
RES1762,lopusna-dolina-svit
RES1763,lucivna-snowpark
RES1764,lysa
RES1765,makov
RES1766,makov-kasarne
RES1767,makovica-nizna-polianka
RES1768,mala-lucivna
RES1769,martinske-hole
RES1770,mojtin
RES1771,monkova-dolina-zdiar
RES1772,mostenica
RES1773,mraznica-hnilcik
RES1774,myto-pod-dumbierom
RES1775,nizna-uhliska
RES1776,opalisko-zavazna-poruba
RES1777,orava-snow-oravska-lesna
RES1778,oscadnica
RES1779,pezinska-baba
RES1780,plejsy-krompachy
RES1781,plese-podkonice
RES1782,pod-lesom-dolny-smokovec-vysoke-tatry
RES1783,podbanske
RES1784,podjavornik
RES1785,polana
RES1786,poracska-dolina-porac-porac-park
RES1787,rajecka-lesna
RES1788,raztoka
RES1789,regetovka
RES1790,rejdova
RES1791,remata
RES1792,rittenberg-fercekovce-spisska-nova-ves
RES1793,rohace-spalena
RES1794,sachticky
RES1795,salamandra-resort-banska-stiavnica
RES1796,selce-cachovo
RES1797,serafinov-skalite
RES1798,skalka
RES1799,ski-blanc-ostry-grun
RES1800,ski-land-stara-myjava
RES1801,ski-park-liptovska-teplicka
RES1802,ski-seven-zakamenne
RES1803,ski-taja-tatranska-javorina
RES1804,skicomp-faklovka-litmanova
RES1805,skipark-erika-kojsovska-hola
RES1806,skipark-racibor-oravsky-podzamok
RES1807,snow-sun-horny-vadicov
RES1808,stary-smokovec-hrebienok
RES1809,stebnicka-huta
RES1810,stos
RES1811,strachan-zdiar
RES1812,strednica-zdiar
RES1813,strelniky
RES1814,tajov
RES1815,tale
RES1816,telgart
RES1817,teplica-brezovica
RES1818,turecka-stare-hory
RES1819,valcianska-dolina-valca-snowland
RES1820,velka-javorina
RES1821,velke-ostre
RES1822,vernar
RES1823,vitanova
RES1824,vysne-ruzbachy
RES1825,zabava-hrustin
RES1826,zbojska
RES1827,ziar-dolinky
RES1828,ziarce-pavcina-lehota
RES1829,zliechov
RES1830,zochova-chata
RES1831,. Wildhaus – Gamserrugg (Toggenburg)
RES1832,. Ehrwalder Wettersteinbahnen – Ehrwald
RES1833,. Ravna Planina
RES1834,. Savin Kuk – Žabljak
RES1835,. SnowWorld Rucphen (indoor ski area)
RES1836,. Raudalen
RES1837,. SnowWorld Terneuzen (indoor ski area)
RES1838,. SnowWorld Amsterdam (indoor ski area)
RES1839,. Rölzhang – Wildenthal
RES1840, Garmisch-Classic – Garmisch-Partenkirchen
RES1841,. Arber
RES1842,. Ofterschwang/Gunzesried – Ofterschwanger Horn
RES1843, Nebelhorn – Oberstdorf
RES1844,. Söllereck – Oberstdorf
RES1845,. Hörnerbahn – Bolsterlang
RES1846,. Oberjoch (Bad Hindelang) – Iseler
RES1847,. Sudelfeld – Bayrischzell
RES1848,. Brauneck – Lenggries/Wegscheid
RES1849,. Nesselwang – Alpspitze (Alpspitzbahn)
RES1850,. Spitzingsee-Tegernsee
RES1851,. Feldberg – Seebuck/Grafenmatt/Fahl
RES1852,. Jenner – Schönau am Königssee
RES1853,. Fichtelberg – Oberwiesenthal
RES1854,. Grasgehren – Bolgengrat
RES1855,. Alpenpark Neuss (indoor ski area)
RES1856,. Mitterdorf (Almberg) – Mitterfirmiansreut
RES1857,. Balderschwang – Hochschelpen/Riedberger Horn
RES1858,. Winterberg (Skiliftkarussell)
RES1859,. Götschen – Bischofswiesen
RES1860,. Snow Dome Bispingen (indoor ski area)
RES1861,. Oberaudorf – Hocheck
RES1862,. Ochsenkopf
RES1863,. Kolbensattel – Oberammergau
RES1864,. Willingen – Ettelsberg
RES1865,. Pröller Skidreieck (St. Englmar)
RES1866,. Geißkopf – Bischofsmais
RES1867,. Zugspitze
RES1868,. Postwiesen Skidorf – Neuastenberg
RES1869,. Belchen
RES1870,. Schöneck (Skiwelt)
RES1871,steibis-imberg-oberstaufen
RES1872,huendlethalkirchdorf-oberstaufen
RES1873,. Steckenberg – Unterammergau
RES1874,kampenwand-aschau-im-chiemgau
RES1875,. Todtnauberg
RES1876,. Altastenberg
RES1877,. Unternberg (Ruhpolding)
RES1878,. Silberberg – Bodenmais
RES1879,. Monte Kaolino – Hirschau (sand ski area)
RES1880,. Hohe Bracht – Lennestadt
RES1881,. Hirtenteich – Essingen-Lauterburg/Aalen
RES1882,. Bläsiberg – Wiesensteig
RES1883,. Auf der Rieder – Eschenlohe
RES1884,. Hirschberglifte – Kreuth
RES1885,. Wurmberg – Braunlage
RES1886,. Hundseck – Bühlertallifte
RES1887,. Beuerberg
RES1888,. Markbuchen/Predigtstuhl (St. Englmar)
RES1889,. Kapellenberg (St. Englmar)
RES1890,. Grün-Maibrunn (St. Englmar)
RES1891,. Sahnehang
RES1892,. Hunau – Bödefeld
RES1893,. Mehliskopf
RES1894,. Kaltenbronn
RES1895,. Fahlenscheid – Olpe
RES1896,. Wissen
RES1897,. Burbach
RES1898,. Altenseelbach
RES1899,. Stinesser Lifte – Fischen i. Allgäu
RES1900,. Hesselberg
RES1901,. Reiserhang – Gaißach
RES1902,. Bottrop (alpincenter) (indoor ski area)
RES1903,. Johanngeorgenstadt – Külliggut
RES1904,. Klausenlift – Mehlmeisel
RES1905,. Hempelsberg/Geiersberg – Oberwarmensteinach
RES1906,. Fleckllift – Warmensteinach
RES1907,. Bleaml Alm – Neubau (Fichtelberg)
RES1908,. Greising – Deggendorf
RES1909,. Pfulb – Schopfloch (Lenningen)
RES1910,. Ostalb – Aalen
RES1911,. Im Salzwinkel – Zainingen (Römerstein)
RES1912,. Halde – Westerheim
RES1913,. Donnstetten (Römerstein)
RES1914,. Ohlstadt
RES1915,. Am Ried – Farchant
RES1916,. Kirburg
RES1917,. Bischofsreut
RES1918,. Kirchberglifte – Kreuth
RES1919,. Oedberg – Gmund-Ostin
RES1920,. Hanslmühle – Mauern
RES1921,. Hörnle – Bad Kohlgrub
RES1922,. Rabenkopf – Oberau
RES1923,adelharz-and-breitensteinlifts-kranzegg-rettenberg
RES1924,aggenhausen-mahlstetten
RES1925,albuch-heidenheim-schnaitheim
RES1926,alpinlift-hausen-an-der-lauchert-trochtelfingen
RES1927,alpirsbach
RES1928,alte-golfwiese-oberhof
RES1929,alte-reite-rosshaupten
RES1930,altenfeld
RES1931,alter-garten-rietheim-weilheim
RES1932,altglashuette-baernau
RES1933,althuette-waldmuenchen
RES1934,altreichenau
RES1935,am-brande-hohegeiss-braunlage
RES1936,am-crux-vesser-suhl
RES1937,am-grenzhang-tellerhaeuser-breitenbrunn
RES1938,am-gruendelwald-joehstadt
RES1939,am-hainberg-olbernhau
RES1940,am-hexenwaeldle-krauchenwies
RES1941,am-muehlberg-einsiedel-chemnitz
RES1942,am-poppenberg-brilon
RES1943,am-richtergrund-massive-snowpark-hermsdorf
RES1944,am-ritter-gehlberg
RES1945,am-schiessberg-crottendorf
RES1946,am-tueppel-warstein
RES1947,am-wasserturm-snow-fun-arena-dobel
RES1948,am-wasserturm-stollbergerzgeb
RES1949,am-wolf-herdorf
RES1950,am-zickesberg-setzelbach-rasdorf
RES1951,am-zschopenberg-zschopau
RES1952,an-der-kniebreche-steinbach-hallenberg
RES1953,andreasberg-auerbacherzg
RES1954,antoni-fridingen-an-der-donau
RES1955,arft
RES1956,argental-weitnau
RES1957,arnsberg
RES1958,ascher-rauth-fuchstal
RES1959,au-webergletscher-bad-feilnbach
RES1960,auerberg-bernbeuren
RES1961,auf-der-rose-altenau
RES1962,awengen-eberhardzell
RES1963,bad-wildbad
RES1964,baerenstein
RES1965,balsberg-unterwoessen
RES1966,barmsee-kruen
RES1967,battenhausen-am-hohen-lohr
RES1968,beerfelden
RES1969,beiningen-blaubeuren
RES1970,beiwald-upfingen-st-johann
RES1971,beli-bor-tara
RES1972,benneckenstein
RES1973,benzeck-blindau-reit-im-winkl
RES1974,bergbrunnenlift-gersbach
RES1975,berger-hoehe-wangen-im-allgaeu
RES1976,berghalde-penzberg
RES1977,berglandlift-lackenhaeuser-neureichenau
RES1978,bergwiese-schwarzenbach-am-wald
RES1979,bermsgruen-schwarzenberg
RES1980,bidingen
RES1981,birkach-herrieden
RES1982,birkholzlift-heinersreuth-presseck
RES1983,bitz
RES1984,blasienberg-kirchheim-am-ries
RES1985,bleiche-beuren
RES1986,blockhaus-reichshof
RES1987,blomberg-bad-toelzwackersberg
RES1988,bocksberg-hahnenklee
RES1989,boebrach-bernried
RES1990,boettental-mehrstetten
RES1991,boettingen
RES1992,bohl-strassberg
RES1993,borgloh-hilter-uphoefen
RES1994,breckerfeld-epscheid
RES1995,bregtalliftstaatsberg-furtwangen
RES1996,breitenberghochalpe-pfronten
RES1997,breitnau
RES1998,brenden-uehlingen-birkendorf
RES1999,brennberglift-etzelwang
RES2000,brigachlift-oberkirnach-st-georgen
RES2001,bromberg-alm-boebing
RES2002,bromskirchen-am-hohen-stein
RES2003,brotjacklriegel
RES2004,buchberg
RES2005,buchberg-sebnitz
RES2006,buchenberg-buching-halblech
RES2007,buchschirmhang-hilders
RES2008,buehlberg-guetenbach
RES2009,bueschergrund-freudenberg
RES2010,bungsberg
RES2011,burgbernheim
RES2012,burgbuehl-obernheim
RES2013,buron-wertach
RES2014,buschberg-vorwerk-lengefeld
RES2015,butzberg-wunsiedel
RES2016,collenberg-halver
RES2017,cronhuette
RES2018,cursdorf
RES2019,daaden
RES2020,dammkar-mittenwald
RES2021,darmstaedter-huette
RES2022,datenberg-bad-tabarz
RES2023,deesbach
RES2024,deilingen
RES2025,dickeloch-winterlingen
RES2026,dobellifts-schoenwald-im-schwarzwald
RES2027,doebrastoecken-schwarzenbach-am-waldnaila
RES2028,doellberg-suhl
RES2029,doernholtshausen
RES2030,dolberglift-saalhausen
RES2031,dollberg-zueschneuhuetten
RES2032,dossenheim
RES2033,dottingen-muensingen
RES2034,draisendorf
RES2035,duedinghausen-medebach
RES2036,duerbheim
RES2037,duerre-fichte-siegmundsburg
RES2038,ebersdorf-saldenburg
RES2039,ebingen-albstadt
RES2040,eck-riedelstein-arrach
RES2041,eibenstock
RES2042,eichberg-groeden-brandenburg
RES2043,eichholzkopf
RES2044,eisenbach
RES2045,eisenberg-neuenstein
RES2046,eisenhuettenstadt
RES2047,eismecke-ramsbeck
RES2048,elkeringhausen
RES2049,ellegglifte-faistenoy-oy-mittelberg
RES2050,englaenderlifts-jakobsthal
RES2051,engstingen
RES2052,entenberg
RES2053,enzkloesterle
RES2054,erbendorf-pfaben
RES2055,erbeskopf-thalfang
RES2056,erlenberg-thurmansbang
RES2057,ernstberg-daun
RES2058,erpfingen-sonnenbuehl
RES2059,ersteberg-masserberg
RES2060,eschenberg-niedersfeld
RES2061,eschenbuckel-betzweiler
RES2062,eschenfelden-hirschbach
RES2063,eulenloch-langenbrand-schoemberg
RES2064,eversberg-meschede
RES2065,fahrenberg-vohenstrauss
RES2066,falken
RES2067,falkenstein
RES2068,fallbachhang-oberhof
RES2069,farnsberg
RES2070,felderhalde-isny
RES2071,fischbach-schluchsee
RES2072,fischbach-ummendorf
RES2073,fluckenlift-maierhoefen
RES2074,forstwald-neuschoenau
RES2075,fort-fun-winterwelt-bestwig
RES2076,frankenlift-wurzbach
RES2077,frauenau
RES2078,frauensteinlift-oberkalbach
RES2079,frauenzell-brennberg
RES2080,friedenweiler
RES2081,friedrichsdorf-eberbach
RES2082,froettmaninger-berg-munich
RES2083,fuerstberg-eppenschlag
RES2084,gagraslift-steingaden
RES2085,gaistaltalwiese-bad-herrenalb
RES2086,galgenberg-marienberg
RES2087,gehrenlift-bischofsgruen
RES2088,geiersberg-hauzenberg
RES2089,geising
RES2090,genkingen-sonnenbuehl
RES2091,gerichtsberg-gelenau
RES2092,geyersberg-freyung
RES2093,giller-hilchenbach-luetzel
RES2094,glasberg-zwiesel
RES2095,glonn
RES2096,goellsdorf-rottweil
RES2097,goettersberg-tittling
RES2098,gohrersberg-kreuzthal
RES2099,goldlauter-suhl
RES2100,grafenau
RES2101,grainet-haidel
RES2102,greifenstein
RES2103,greuth-gerstetten
RES2104,grossbuechlberg-mitterteich
RES2105,grosser-feldberg-oberreifenberg-schmitten
RES2106,grosserlach
RES2107,gruenbach
RES2108,gruensteinlift-schoenau-am-koenigssee
RES2109,gruentenlifte-kranzegg-rettenberg
RES2110,gschwend
RES2111,guettersbach
RES2112,gutachhalde-lenzkirch-kappel
RES2113,hachenburg
RES2114,haenscheberg-neusalza-spremberg
RES2115,haeusern
RES2116,hahn-reichshof
RES2117,halblech
RES2118,haldenkoepfle
RES2119,harbecke
RES2120,hardenbergmoellsiepen-meinerzhagen
RES2121,hart-nusplingen
RES2122,hartenrod
RES2123,hasenhorn-todtnau
RES2124,hasenleite-ortlesbrunn
RES2125,hasselkopf-braunlage
RES2126,hasslach-teuschnitz
RES2127,hattingen
RES2128,hatzesberg-ruderting
RES2129,hausen-ob-verena-hohenkarpfen
RES2130,heibek-bad-lauterberg
RES2131,heidersdorf
RES2132,heigenbruecken
RES2133,heindlmuehle-wegscheid
RES2134,hennenstein-trochtelfingen
RES2135,herchenhainer-hoehe
RES2136,herrenschwand
RES2137,herrischried
RES2138,herzogsreut-hinterschmiding
RES2139,herzogstand-walchensee
RES2140,hesel-zainingen-roemerstein
RES2141,hesselbacher-gletscher-bad-laasphe
RES2142,hesseneck-schoellenbach
RES2143,heubach-masserberg
RES2144,heumoederntal-treuchtlingen
RES2145,hirschbergarena-wickenrode-helsa
RES2146,hirschkopf-carlsfeld
RES2147,hirtstein
RES2148,hirzenhain
RES2149,hochberg-heidenheim-an-der-brenz
RES2150,hochfelln-bergen
RES2151,hochgrat-oberstaufen
RES2152,hochkopf
RES2153,hochplatte-marquartstein
RES2154,hochproeller
RES2155,hochschwarzeck-ramsau-bei-berchtesgaden
RES2156,hochsolling
RES2157,hochstraesslifts-oberreute
RES2158,hoehn-schoenberg
RES2159,hoellkopf-driedorf
RES2160,hoellkreuz-hoellhoehe-neukirchen-b-hl-blut
RES2161,hoellzachersbuk-sulzbuerg-muehlhausen
RES2162,hofeck-hof-bernau-im-schwarzwald
RES2163,hohe-acht-jammelshofen-kaltenborn
RES2164,hohe-geba-traebes-stepfershausen
RES2165,hohe-lied-gellinghausen-schmallenberg
RES2166,hohenberg-rosenberg
RES2167,hohenbogen-neukirchen-bei-hl-blut
RES2168,hohenfurch
RES2169,hohensolms
RES2170,hohenstein
RES2171,hoher-meissner-eschwegehessisch-lichtenau
RES2172,hoherodskopf-breungeshainer-hangrennwiese
RES2173,hohes-gras-kassel
RES2174,holthausen-schmallenberg
RES2175,holzelfingen-lichtenstein-wintersport-arena
RES2176,holzhau
RES2177,holzhausen
RES2178,holzhausen-externsteine-horn-bad-meinberg
RES2179,hombergziegenhelle-snow-world-zueschen
RES2180,hornlift-froehnd
RES2181,huehnerfarm-ehrenfriedersdorf
RES2182,hundsbach
RES2183,ibach
RES2184,iberg-riedholz-maierhoefen
RES2185,idealhanglift-niederdorf-obermaiselstein
RES2186,ilgenlift-steingaden
RES2187,ilmenau
RES2188,im-breiten-tal-schwabsoien
RES2189,im-christseifen-wingeshausen-bad-berleburg
RES2190,im-gelltal-waldkappel
RES2191,im-lehen-hoechenschwand
RES2192,inselsberg-bad-tabarz
RES2193,jachenau-muehle
RES2194,jaegerstrasse-klingenthal
RES2195,johannisberg-freudenberg
RES2196,johannisstein-hain-oybin
RES2197,jonsdorf
RES2198,jusi-kohlberg
RES2199,juxkopf-spiegelberg
RES2200,kadernberg-schoenberg
RES2201,kaeppele-wittendorf-lossburg
RES2202,kaisersbach
RES2203,kalte-herberge-urach
RES2204,kalteck-achslach
RES2205,kanapee-muehlheim-an-der-donau
RES2206,kandel
RES2207,kandelblick
RES2208,karsee-wangen-im-allgaeu
RES2209,katzenhalde-queidersbach
RES2210,katzenkopf-walchensee
RES2211,kegelberg-erlbach
RES2212,keilhauer-berg-nabburg
RES2213,kerschbaumlift-grattersdorf
RES2214,kesselberg-oberkirnach-st-georgen
RES2215,kessellifts-inzell
RES2216,kesselrain-heidelstein
RES2217,kirchdorfer-huegel-bad-woerishofen
RES2218,kirgel-gaildorf
RES2219,klaushang-gornsdorf
RES2220,kleingladenbach
RES2221,kniebis
RES2222,knoten-oberrodrennerod
RES2223,koedellift-nordhalben
RES2224,koenigswalde
RES2225,kohlberglift-neuenrade
RES2226,kohlhof-heidelberg
RES2227,kollerlift-bischofswiesen
RES2228,kolmberg-neuhof-an-der-zenn
RES2229,kornberg
RES2230,kraimoos-bernau-am-chiemsee
RES2231,kramelskopf-steinbach
RES2232,kranzberg-mittenwald
RES2233,kreenheitstetten
RES2234,kreuthlift-bad-oberdorf
RES2235,kreuzbachthallift-kreuzthal
RES2236,kreuzberg-bischofsheim-an-der-rhoen
RES2237,kreuzmoeslberg-berg
RES2238,kreuzweg-neuenweg-hinterheubronn
RES2239,kuhberglifte-lenzkirch-saig
RES2240,laber-oberammergau
RES2241,laichingen
RES2242,laiernberg-hettingen
RES2243,landerzhofen-greding
RES2244,landsberied
RES2245,langenau-tettau
RES2246,langenberg-geiselwind
RES2247,langewiese-hoehenhang
RES2248,langmattlift-aftersteg-todtnau
RES2249,laubendorf
RES2250,laubenthal
RES2251,lauenhain-ludwigsstadt
RES2252,lausche-waltersdorf
RES2253,lautlingen-albstadt
RES2254,lechbruck-am-see
RES2255,leinzell
RES2256,lettenberg-neuffen
RES2257,lichtenfels-lahm
RES2258,lindauer-hang-schoensee
RES2259,lochwiesen-tiefenbach
RES2260,loeffelberg-herold-thum
RES2261,loeffingen-dittishausen
RES2262,loessnitz
RES2263,lohwaldhaeng-lindberg
RES2264,ludwigsstadt
RES2265,luggi-leitner-lifts-scheidegg
RES2266,maelzerberg-schirgiswalde
RES2267,maeuseberg-daun
RES2268,maiergschwendt-ruhpolding
RES2269,markersbach
RES2270,marmecke
RES2271,matthias-schmidt-berg-st-andreasberg
RES2272,mauersberg-grossrueckerswalde
RES2273,mauertal-soehnstetten
RES2274,mautgrube-oberau-berchtesgaden
RES2275,mauth
RES2276,menzenschwand-st-blasien-spiesshorn
RES2277,mertenberg-schnaittenbach
RES2278,mittagbahn-immenstadt
RES2279,moenchswald-mitteleschenbach
RES2280,monte-kienader-bergkirchen
RES2281,monte-sperlasso-velburg
RES2282,monte-voggo-voggenthal-neumarkt-idopf
RES2283,moosbach
RES2284,morsbach-springe
RES2285,muehlleiten-klingenthal
RES2286,muehlwiese-lerbach-osterode
RES2287,muenstertal-wieden
RES2288,muggenbrunn
RES2289,muggendorf
RES2290,neue-aecker-dobel
RES2291,neuhaus-am-rennweg
RES2292,neuhausen-ob-eck
RES2293,neukirchen-am-teisenberg-teisendorf
RES2294,neukirchen-lautertal
RES2295,neusatz-bad-herrenalb
RES2296,nordenau-schmallenberg
RES2297,nordhellenlift-silbach
RES2298,notschrei
RES2299,nuestenbach-mosbach
RES2300,oberau-berchtesgaden
RES2301,oberbaerenburg
RES2302,oberberg-weiler-simmerberg
RES2303,oberbeuren-kaufbeuren
RES2304,oberer-schlossberg-oberkirnach-st-georgen
RES2305,oberfrauenwald-waldkirchen
RES2306,oberhoell-theisseil
RES2307,oberhundem-kirchhundem
RES2308,oberliezheim-bissingen
RES2309,oberndorf-jossgrund
RES2310,obersalzberg
RES2311,oberstocken-tieringen
RES2312,oberweissbach
RES2313,oberwilhams-missen-wilhams
RES2314,ochsenkamp-bad-fredeburg-schmallenberg
RES2315,ochsenstall
RES2316,ochsenwang
RES2317,oedengrub-kemnath-bei-fuhrnschwarzenfeld
RES2318,oetzlifte-rabenkopf-kochel-am-see
RES2319,ostenberg-grevenstein
RES2320,panoramalifte-hopfen
RES2321,pappenheimer-berg-ernstthal-lauscha
RES2322,partenstein
RES2323,paulusberg-sehmatal-neudorf
RES2324,pechberg-oberreifenberg-schmitten
RES2325,perlesreut
RES2326,petersthal-oy-mittelberg
RES2327,pfannilift-neuhaus-schliersee
RES2328,pfeffingen-albstadt
RES2329,pfronten-steinach
RES2330,philippsreut
RES2331,plauberg-falkenau
RES2332,pobershau-marienberg
RES2333,poehla-schwarzenberg
RES2334,poehlberg-annaberg-buchholz
RES2335,poehlberg-geyersdorf
RES2336,pommernlift-inzell
RES2337,pressath-wollau
RES2338,rabenberg-breitenbrunn
RES2339,rabenstein-zwiesel
RES2340,raffelmoos-elbach-fischbachau
RES2341,ramensteinhang-nattheim
RES2342,rankenlift
RES2343,rathauslifte-braunlage
RES2344,raupennesthang-altenberg
RES2345,rauschenbachmuehle-arnsfeld
RES2346,ravensberg-bad-sachsa
RES2347,rehefeld-zaunhaus
RES2348,reicheltberg-kurort-seiffen
RES2349,reichenberg-sankt-oswald-riedlhuette
RES2350,reichshof-schemmerhausen
RES2351,reinerzau
RES2352,reinwarzhofen-thalmaessing
RES2353,renninger-hang-rudolfsberg
RES2354,richterbichl-rottenbuch
RES2355,rieder-weiher-dollnstein
RES2356,riedlberg-drachselsried
RES2357,rimberg-schmallenberg
RES2358,rindersteige-donzdorf
RES2359,roemerlift-buchenberg
RES2360,roessle-lift-schoenwald-im-schwarzwald
RES2361,roethenhang-neuschleichach-oberaurach
RES2362,rohrhardsberg-schonach
RES2363,ronsberg
RES2364,rosenberg-klosterreichenbach-baiersbronn
RES2365,rossfeld-berchtesgaden-oberau
RES2366,rosts-wiesen-augustusburg
RES2367,roter-buehl-neufra
RES2368,rothaus-grafenhausen
RES2369,rothenberg-schnaittach
RES2370,rother-bergski-ranch-driedorf
RES2371,rotterhang-schellerhau
RES2372,ruchtal-onstmettingen-albstadt
RES2373,rudletzholzer-hang-heideck
RES2374,rueckershausen
RES2375,rugiswalde
RES2376,ruhestein-baiersbronn
RES2377,ruhrquelle
RES2378,rusel
RES2379,sachrang
RES2380,sackpfeife-biedenkopf
RES2381,saegenhof-urach
RES2382,salmendingen-burladingen
RES2383,salzburger-kopf-stein-neukirchrennerod
RES2384,sandberg-bopfingen
RES2385,sandern-ewattingen-wutach
RES2386,sankt-oswald-sankt-oswald-riedlhuette
RES2387,sauerberg-frammersbach
RES2388,sayda-mortelgrund
RES2389,schaeferkarren-moehringen-tuttlingen
RES2390,schamhaupten-altmannstein
RES2391,schanze-schmallenberg
RES2392,schauinsland-hofsgrund
RES2393,schebdach-jungingen
RES2394,scheuerfeld
RES2395,schierling
RES2396,schillingstadt
RES2397,schlechteberg-ebersbachsachsen
RES2398,schleissberg-gickelsberg-ohorn
RES2399,schlipruethen
RES2400,schloppach-bei-waldsassen
RES2401,schlossberg-haderlsdorf-beratzhausen
RES2402,schlossberg-kuestelberg-medebach
RES2403,schlossberg-oberkirnach-st-georgen
RES2404,schlossberg-osternohe
RES2405,schlossberg-tailfingen-albstadt
RES2406,schlossberglift-wurmannsquick
RES2407,schmallenberger-hoehe-schmallenberg
RES2408,schmalzlalm-rettenbach
RES2409,schmiedefeld-am-rennsteig
RES2410,schneckenstein-tannenbergsthal
RES2411,schneeberglifte-waldau-titisee-neustadt
RES2412,schneitweg
RES2413,schnorrenbach-loehrbach-birkenau
RES2414,schoenanger-rinchnach
RES2415,schoenberg-niederurmelsdorf-siegenburg
RES2416,schoene-aussicht-bad-steben
RES2417,schoenheide-stuetzengruen
RES2418,schorrberg-bad-marienberg
RES2419,schulenberg-skialpinum
RES2420,schwabenwiese-mindelheim
RES2421,schwaebeleholzlift-sonthofen
RES2422,schwaerzenbach-titisee-neustadt
RES2423,schwaerzenlifts-eschach
RES2424,schwalefeld
RES2425,schwarzenbachlift-altglashuetten
RES2426,schwarzenberg-elstra
RES2427,schwarzer-mann-pruem
RES2428,schwarzhorn-waldstetten
RES2429,schwedenwall-hohe-hoelle
RES2430,seeg
RES2431,seibelseckle-seebach
RES2432,seimberg-brotterode
RES2433,sellinghausen-schmallenberg
RES2434,sieben-linden-berg-arzberg
RES2435,silbersattel-steinach
RES2436,simmelsberg
RES2437,simmersfeld
RES2438,sinswang-oberstaufen
RES2439,sitzambuch-schnaittenbach
RES2440,ski-club-moerlenbach-mount-mackenheim
RES2441,ski-club-rhoen-fulda-schwedenschanze-simmelsberg
RES2442,ski-sport-alm-burladingen
RES2443,snow-city-riyadh
RES2444,snow-town-saigon
RES2445,snowtropolis-senftenberg
RES2446,solla-thurmansbang
RES2447,sonnenberg-st-andreasberg
RES2448,sonnenbichl-bad-wiessee
RES2449,sonnenhanglifte-unterjoch
RES2450,sonnenlift-aigis-missen-wilhams
RES2451,sonnenlifts-roefleuten-pfronten
RES2452,spiegelthalerstrasse-clausthal-zellerfeld
RES2453,spielberg-obernhausen
RES2454,spies-betzenstein
RES2455,spieserlifte-unterjoch
RES2456,spitzenbergkoepfle-innerlehen-bernau-im-schwarzwald
RES2457,springe
RES2458,stadtpark-thum
RES2459,staffelberg-bad-staffelstein
RES2460,steinberglift-langfurth-schoefweg
RES2461,steinbrunnenlift-hintersteinbach
RES2462,steinrueckenlift-ettenhausen-schleching
RES2463,sternberg-linderhofe-extertal
RES2464,sternrodt-bruchhausen
RES2465,stetten-am-kalten-markt
RES2466,stierhuette-falkau
RES2467,stixner-lift-missen-wilhams
RES2468,stocksberg-beilstein
RES2469,stoeckerkopf-baiersbronn
RES2470,stokinger-freudenstadt-lauterbad
RES2471,stollenbach-bei-oberried
RES2472,streckewalde-grossrueckerswalde
RES2473,sulzberg-oberthannen
RES2474,sulzberglift-hammer-siegsdorf
RES2475,taele-messstetten
RES2476,taennicht-sohland-an-der-spree
RES2477,talblick-mitteltal-baiersbronn
RES2478,tannenberglift-immenreuth
RES2479,tannerfeld-bayrischzell
RES2480,tegelberg-schwangau
RES2481,tennenbronn-schramberg
RES2482,tettau-wildberg
RES2483,thaemers-floss-neukirchen-knuell
RES2484,thalerhoehe-wiederhofen-missen-wilhams
RES2485,thoma-hinterzarten
RES2486,thurner
RES2487,torfhauslifte-altenau
RES2488,traifelberg-honau-lichtenstein
RES2489,tranzlberg-moosach-falkenberg
RES2490,treffelhausen-boehmenkirch
RES2491,treisberg-schmitten
RES2492,truchtelfingen-albstadt
RES2493,truebenreute-dewangen-aalen
RES2494,trusetal
RES2495,tuernental-fuernsal-dornhan
RES2496,uebersfeld-marxheim
RES2497,unter-tann-gosheim
RES2498,unterhuette-waldmuenchen
RES2499,unterstmatt
RES2500,unterweissenbach
RES2501,urspring-lonsee
RES2502,usseln
RES2503,valtenberg-valtenhaeuser-neukirchlausitz
RES2504,vilsingen
RES2505,vogelskopf-baiersbronn
RES2506,voithenberg-furth-im-wald
RES2507,voraufvogling-siegsdorf
RES2508,wagnershalde-messstetten
RES2509,waldhaeuser-neuschoenau
RES2510,waldskilift-schnittlingen-boehmenkirch
RES2511,waldsportpark-ebersberg
RES2512,wallberg-rottach-egern
RES2513,walpersdorf
RES2514,wartberg-laengenau-selb
RES2515,wartenberg
RES2516,wasentegernbach-loh-dorfen
RES2517,wasserkuppe
RES2518,wehingen
RES2519,wehrhalden
RES2520,wehrsdorf-sohland-an-der-spree
RES2521,weikersberg-koenigsbronn
RES2522,weissbach-an-der-alpenstrasse-schneizlreuth
RES2523,weisser-stein-hellenthal
RES2524,wendelstein-brannenburgosterhofen
RES2525,wengen-weitnau
RES2526,werda
RES2527,wermelskirchen-toeckelhausen
RES2528,westerburg
RES2529,westernberg-ruhpolding
